delta_phi_rad,normalized_susceptibility_empirical
1.267109036947883,0.3642532810952795
1.2775810124598488,0.35246903089593634
1.288052987971815,0.34060566042868223
1.2985249634837808,0.3286655421867432
1.308996938995747,0.31665109595921587
1.3194689145077128,0.304564787469864
1.329940890019679,0.29240912697358
1.3404128655316447,0.2801866678118034
1.350884841043611,0.26790000492818894
1.3613568165555767,0.2555517733458942
1.371828792067543,0.24314464660785848
1.3823007675795087,0.23068133518151399
1.392772743091475,0.21816458482937431
1.4032447186034407,0.20559717494700788
1.4137166941154065,0.19298191686990807
1.4241886696273727,0.18032165215082707
1.4346606451393384,0.16761925080915316
1.4451326206513047,0.1548776095539397
1.4556045961632704,0.14209964998223482
1.4660765716752366,0.12928831675435898
1.4765485471872024,0.11644657574783215
1.4870205226991686,0.1035774121916375
1.4974924982111344,0.09068382878256627
1.5079644737231006,0.07776884378536653
1.5184364492350664,0.06483548911847271
1.5289084247470326,0.05188680842707135
1.5393804002589984,0.03892585514530379
1.5498523757709646,0.02595569054938532
1.5603243512829303,0.012979381803462258
1.5707963267948966,7.589678603432414e-17
