delta_omega,normalized_smoothed_mean
-0.41880525310478267,0.9735789028731602
-0.42207716914466387,0.9759167619387473
-0.4253490851845449,0.9781476007338056
-0.4286210012244261,0.9802711746217219
-0.4318929172643071,0.9822872507286886
-0.4351648333041883,0.9841956079692419
-0.4384367493440694,0.9859960370705049
-0.4417086653839504,0.9876883405951377
-0.4449805814238316,0.9892723329629883
-0.44825249746371265,0.9907478404714436
-0.45152441350359385,0.9921147013144778
-0.45479632954347493,0.9933727656003963
-0.4580682455833561,0.9945218953682733
-0.46134016162323715,0.99556196460308
-0.46461207766311835,0.9964928592495044
-0.4678839937029994,0.9973144772244581
-0.4711559097428806,0.9980267284282716
-0.47442782578276166,0.9986295347545738
-0.4776997418226428,0.9991228300988584
-0.4809716578625239,0.9995065603657316
-0.4842435739024051,0.9997806834748455
-0.4875154899422861,0.9999451693655121
-0.4907874059821673,1.0
