trial,time_s,center_m
aligned_1,12.0,0.057553328573703766
aligned_1,12.200000000000001,0.05646697059273725
aligned_1,12.4,0.054934509098529816
aligned_1,12.600000000000001,0.05595382675528526
aligned_1,12.8,0.0664394162595272
aligned_1,13.0,0.08123699575662613
aligned_1,13.200000000000001,0.09446447156369686
aligned_1,13.4,0.10831763595342636
aligned_1,13.600000000000001,0.11962651461362839
aligned_1,13.8,0.12583761289715767
aligned_1,14.0,0.12422670796513557
aligned_1,14.200000000000001,0.1198301874101162
aligned_1,14.4,0.11413321830332279
aligned_1,14.600000000000001,0.10092131979763513
aligned_1,14.8,0.08982940018177038
aligned_1,15.0,0.07935679331421852
aligned_1,15.200000000000001,0.08130918443202972
aligned_1,15.4,0.08502882346510887
aligned_1,15.600000000000001,0.08821387588977814
aligned_1,15.8,0.08801500871777534
aligned_1,16.0,0.08308373764157295
aligned_1,16.2,0.07628685235977173
aligned_1,16.400000000000002,0.06503575295209885
aligned_1,16.6,0.06304540112614632
aligned_1,16.8,0.06371970102190977
aligned_1,17.0,0.06688084080815315
aligned_1,17.2,0.07008504867553711
aligned_1,17.400000000000002,0.07367229461669922
aligned_1,17.6,0.07730522751808167
aligned_1,17.8,0.07884709164500237
aligned_1,18.0,0.07813509181141853
aligned_1,18.2,0.07614578306674957
aligned_1,18.400000000000002,0.07689937204122543
aligned_1,18.6,0.08167949691414833
aligned_1,18.8,0.08933151513338089
aligned_1,19.0,0.10271100886166096
aligned_1,19.200000000000003,0.11232800781726837
aligned_1,19.400000000000002,0.12521186470985413
aligned_1,19.6,0.14093522168695927
aligned_1,19.8,0.1435189414769411
aligned_1,20.0,0.1384307350963354
aligned_1,20.200000000000003,0.13135516457259655
aligned_1,20.400000000000002,0.12118143215775495
aligned_1,20.6,0.11989837512373924
aligned_1,20.8,0.11788925901055336
aligned_1,21.0,0.10660807974636555
aligned_1,21.200000000000003,0.10025395452976227
aligned_1,21.400000000000002,0.10302950441837311
aligned_1,21.6,0.10488339513540268
aligned_1,21.8,0.10246537998318672
aligned_1,22.0,0.09494840353727335
aligned_1,22.200000000000003,0.08788923546671873
aligned_1,22.400000000000002,0.08385685458779335
aligned_1,22.6,0.0837017372250557
aligned_1,22.8,0.0912276841700077
aligned_1,23.0,0.09369726106524467
aligned_1,23.200000000000003,0.09643484279513359
aligned_1,23.400000000000002,0.09851524233818054
aligned_1,23.6,0.10003454610705376
aligned_1,23.8,0.10008187219500542
aligned_1,24.0,0.0992998257279396
aligned_1,24.200000000000003,0.09848106279969215
aligned_1,24.400000000000002,0.10044166818261152
aligned_1,24.6,0.10709277167916298
aligned_1,24.8,0.11595502682030207
aligned_1,25.0,0.1272553037852049
aligned_1,25.200000000000003,0.14008658379316324
aligned_1,25.400000000000002,0.1536330245435238
aligned_1,25.6,0.15961757767945522
aligned_1,25.8,0.1585886888206005
aligned_1,26.0,0.15402624290436506
aligned_1,26.200000000000003,0.15140903182327747
aligned_1,26.400000000000002,0.1407101508229971
aligned_1,26.6,0.12252833135426044
aligned_1,26.8,0.1205964982509613
aligned_1,27.0,0.1237177699804306
aligned_1,27.200000000000003,0.1271512713283301
aligned_1,27.400000000000002,0.12913419678807259
aligned_1,27.6,0.12854891270399094
aligned_1,27.8,0.12445361167192459
aligned_1,28.0,0.11679022200405603
aligned_1,28.200000000000003,0.11021608300507063
aligned_1,28.400000000000002,0.10284582152962685
aligned_1,28.6,0.10317749157547951
aligned_1,28.8,0.10368948802351952
aligned_1,29.0,0.1034419983625412
aligned_1,29.200000000000003,0.10350432991981506
aligned_1,29.400000000000002,0.10421961545944214
aligned_1,29.6,0.10563039779663091
aligned_1,29.8,0.10506557486951351
aligned_1,30.0,0.1050364077091217
aligned_1,30.200000000000003,0.10624374635517597
aligned_1,30.400000000000002,0.10938374698162079
aligned_1,30.6,0.1163058653473854
aligned_1,30.8,0.1310867816209793
aligned_1,31.0,0.14215615205466747
aligned_1,31.200000000000003,0.1534884124994278
aligned_1,31.400000000000002,0.16295219957828522
aligned_1,31.6,0.16489809658378363
aligned_1,31.8,0.1625889036804437
aligned_1,32.0,0.15946820937097073
aligned_1,32.2,0.1475597880780697
aligned_1,32.4,0.1327094305306673
aligned_1,32.6,0.11962279304862022
aligned_1,32.800000000000004,0.12229428067803383
aligned_1,33.0,0.12607640027999878
aligned_1,33.2,0.12931710481643677
aligned_1,33.4,0.13264118507504463
aligned_1,33.6,0.13059958070516592
aligned_1,33.800000000000004,0.12447923980653286
aligned_1,34.0,0.11603264324367046
aligned_1,34.2,0.11052078008651733
aligned_1,34.4,0.10978651419281954
aligned_1,34.6,0.11389522813260555
aligned_1,34.800000000000004,0.11402104049921036
aligned_1,35.0,0.11358791217207909
aligned_1,35.2,0.11388421058654785
aligned_1,35.4,0.11452354863286024
aligned_1,35.6,0.11620522849261761
aligned_1,35.800000000000004,0.11323024518787861
aligned_1,36.0,0.11321809515357023
aligned_1,36.2,0.11510538309812546
aligned_1,36.4,0.1189412958920002
aligned_1,36.6,0.12881770357489591
aligned_1,36.800000000000004,0.1401487085968256
aligned_1,37.0,0.15187972597777843
aligned_1,37.2,0.16467219032347202
aligned_1,37.4,0.17217840254306793
aligned_1,37.6,0.17091078869998455
aligned_1,37.800000000000004,0.16664541885256767
aligned_1,38.0,0.160487225279212
aligned_1,38.2,0.13762509636580944
aligned_1,38.400000000000006,0.12858229689300055
aligned_1,38.6,0.12542419508099556
aligned_1,38.800000000000004,0.12873237766325474
aligned_1,39.0,0.132527083158493
aligned_1,39.2,0.13800275698304176
aligned_1,39.400000000000006,0.14125472120940685
aligned_1,39.6,0.13725334778428078
aligned_1,39.800000000000004,0.1283652707934379
aligned_1,40.0,0.120808070525527
aligned_1,40.2,0.11232365481555462
aligned_1,40.400000000000006,0.11413032561540604
aligned_1,40.6,0.11778202280402184
aligned_1,40.800000000000004,0.12112979218363762
aligned_1,41.0,0.12559313885867596
aligned_1,41.2,0.12632505036890507
aligned_1,41.400000000000006,0.12737156450748444
aligned_1,41.6,0.1272311508655548
aligned_1,41.800000000000004,0.12440342456102371
aligned_1,42.0,0.12495347484946251
aligned_1,42.2,0.12825799733400345
aligned_1,42.400000000000006,0.13908843882381916
aligned_1,42.6,0.1496075950562954
aligned_1,42.800000000000004,0.16039469372481108
aligned_1,43.0,0.1710006725043059
aligned_1,43.2,0.18586030416190624
aligned_1,43.400000000000006,0.18948824983090162
aligned_1,43.6,0.1868699761107564
aligned_1,43.800000000000004,0.18109982740134
aligned_1,44.0,0.16723667923361063
aligned_1,44.2,0.15112660452723503
aligned_1,44.400000000000006,0.1430305503308773
aligned_1,44.6,0.14288891851902008
aligned_1,44.800000000000004,0.1429045833647251
aligned_1,45.0,0.14345596358180046
aligned_1,45.2,0.14375254325568676
aligned_1,45.400000000000006,0.14211153239011765
aligned_1,45.6,0.13579118065536028
aligned_1,45.800000000000004,0.1221774965524674
aligned_1,46.0,0.11362382583320146
aligned_1,46.2,0.11269770562648779
aligned_1,46.400000000000006,0.11360488459467888
aligned_1,46.6,0.11506574973464012
aligned_1,46.800000000000004,0.11733506061136723
aligned_1,47.0,0.12465000711381435
aligned_1,47.2,0.13072549924254417
aligned_1,47.400000000000006,0.13122880458831787
aligned_1,47.6,0.13051157630980015
aligned_1,47.800000000000004,0.12947732768952847
aligned_1,48.0,0.13056423887610435
aligned_1,48.2,0.1364651694893837
aligned_1,48.400000000000006,0.14229688234627247
aligned_1,48.6,0.15547457244247198
aligned_1,48.800000000000004,0.16580041032284498
aligned_1,49.0,0.17851649411022663
aligned_1,49.2,0.18881435599178076
aligned_1,49.400000000000006,0.18865989334881306
aligned_1,49.6,0.18490211013704538
aligned_1,49.800000000000004,0.18050744850188494
aligned_1,50.0,0.16859944630414253
aligned_1,50.2,0.14694981835782528
aligned_1,50.400000000000006,0.14235980436205864
aligned_1,50.6,0.14536790922284126
aligned_1,50.800000000000004,0.1481370497494936
aligned_1,51.0,0.1513170339167118
aligned_1,51.2,0.15239272639155388
aligned_1,51.400000000000006,0.1446556355804205
aligned_1,51.6,0.13648106530308723
aligned_1,51.800000000000004,0.12809680961072445
aligned_1,52.0,0.12367565184831619
aligned_1,52.2,0.12151007726788521
aligned_1,52.400000000000006,0.12313456088304525
aligned_1,52.6,0.12306918948888779
aligned_1,52.800000000000004,0.12302159518003469
aligned_1,53.0,0.12331321090459824
aligned_1,53.2,0.12431107461452484
aligned_1,53.400000000000006,0.12530049681663513
aligned_1,53.6,0.12352432310581207
aligned_1,53.800000000000004,0.12320566363632679
aligned_1,54.0,0.12527270801365376
aligned_1,54.2,0.13223890587687498
aligned_1,54.400000000000006,0.14440161176025867
aligned_1,54.6,0.1569970678538084
aligned_1,54.800000000000004,0.1671031452715397
aligned_1,55.0,0.17905289959162474
aligned_1,55.2,0.18653323594480753
aligned_1,55.400000000000006,0.18566167820245028
aligned_1,55.6,0.18159961700439453
aligned_1,55.800000000000004,0.17563887126743793
aligned_1,56.0,0.15764337219297886
aligned_1,56.2,0.14487382583320146
aligned_1,56.400000000000006,0.1414005421102047
aligned_1,56.6,0.14101127348840237
aligned_1,56.800000000000004,0.14423175901174545
aligned_1,57.0,0.1479819193482399
aligned_1,57.2,0.1477157026529312
aligned_1,57.400000000000006,0.1440159808844328
aligned_1,57.6,0.13576237484812737
aligned_1,57.800000000000004,0.12842904590070248
aligned_1,58.0,0.12143487483263016
aligned_1,58.2,0.12223372980952263
aligned_1,58.400000000000006,0.12236768752336502
aligned_1,58.6,0.12252787873148924
aligned_1,58.800000000000004,0.12249945104122162
aligned_1,59.0,0.12341000884771347
aligned_1,59.2,0.12471374124288565
aligned_1,59.400000000000006,0.12399657256901259
aligned_1,59.6,0.1238277219235897
aligned_1,59.800000000000004,0.1240403801202774
aligned_1,60.0,0.12704477459192276
aligned_1,60.2,0.1324345394968987
aligned_1,60.400000000000006,0.14357716217637062
aligned_1,60.6,0.1592871518805623
aligned_1,60.800000000000004,0.17094694823026657
aligned_1,61.0,0.18084660544991493
aligned_1,61.2,0.18269610684365034
aligned_1,61.400000000000006,0.1805206499993801
aligned_1,61.6,0.1767440140247345
aligned_1,61.800000000000004,0.16709137335419655
aligned_1,62.0,0.14798782020807266
aligned_1,62.2,0.1406205389648676
aligned_1,62.400000000000006,0.14412075281143188
aligned_1,62.6,0.14759022369980812
aligned_1,62.800000000000004,0.1516449674963951
aligned_1,63.0,0.15637560933828354
aligned_1,63.2,0.15508795157074928
aligned_1,63.400000000000006,0.1496461983770132
aligned_1,63.6,0.1418234221637249
aligned_1,63.800000000000004,0.13441891036927694
aligned_1,64.0,0.13248777016997337
aligned_1,64.2,0.1381295565515756
aligned_1,64.4,0.14336941577494144
aligned_1,64.60000000000001,0.1468484085053206
aligned_1,64.8,0.14995094388723373
aligned_1,65.0,0.15174455381929874
aligned_1,65.2,0.15268221497535706
aligned_1,65.4,0.1516113057732582
aligned_1,65.60000000000001,0.152165612205863
aligned_1,65.8,0.15290144830942154
aligned_1,66.0,0.1589544638991356
aligned_1,66.2,0.1690125772729516
aligned_1,66.4,0.17868922278285027
aligned_1,66.60000000000001,0.18862343672662973
aligned_1,66.8,0.19935247208923101
aligned_1,67.0,0.20482234610244632
aligned_1,67.2,0.2043069377541542
aligned_1,67.4,0.20095006190240383
aligned_1,67.60000000000001,0.19692431669682264
aligned_1,67.8,0.18094618897885079
aligned_1,68.0,0.17385341599583626
aligned_1,68.2,0.16688598692417145
aligned_1,68.4,0.16987831238657236
aligned_1,68.60000000000001,0.17369769606739283
aligned_1,68.8,0.17637250572443008
aligned_1,69.0,0.1767624467611313
aligned_1,69.2,0.1736936718225479
aligned_1,69.4,0.1676388457417488
aligned_1,69.60000000000001,0.15994682535529137
aligned_1,69.8,0.1509876549243927
aligned_1,70.0,0.1510617733001709
aligned_1,70.2,0.15103423967957497
aligned_1,70.4,0.15125041641294956
aligned_1,70.60000000000001,0.15138515457510948
aligned_1,70.8,0.15168024227023125
aligned_1,71.0,0.15322213992476463
aligned_1,71.2,0.1529559101909399
aligned_1,71.4,0.15175992622971535
aligned_1,71.60000000000001,0.15163709595799446
aligned_1,71.8,0.1533782035112381
aligned_1,72.0,0.15820711106061935
aligned_1,72.2,0.16431279107928276
aligned_1,72.4,0.17417387757450342
aligned_1,72.60000000000001,0.18621505796909332
aligned_1,72.8,0.1978814983740449
aligned_1,73.0,0.20070958510041237
aligned_1,73.2,0.1989288004115224
aligned_1,73.4,0.19507337361574173
aligned_1,73.60000000000001,0.18805707804858685
aligned_1,73.8,0.16834445297718048
aligned_1,74.0,0.15602672286331654
aligned_1,74.2,0.1498909555375576
aligned_1,74.4,0.15361928381025797
aligned_1,74.60000000000001,0.156817015260458
aligned_1,74.8,0.16040370985865599
aligned_1,75.0,0.16064289025962353
aligned_1,75.2,0.1566320974379778
aligned_1,75.4,0.14955352805554867
aligned_1,75.60000000000001,0.1409627366811037
aligned_1,75.8,0.13475334644317627
aligned_1,76.0,0.13549203053116798
aligned_1,76.2,0.14280416071414948
aligned_1,76.4,0.14564768224954605
aligned_1,76.60000000000001,0.14790825173258781
aligned_1,76.80000000000001,0.14940632693469524
aligned_1,77.0,0.1516872737556696
aligned_1,77.2,0.15186670422554016
aligned_1,77.4,0.14932645484805107
aligned_1,77.60000000000001,0.14961548522114754
aligned_1,77.80000000000001,0.15245812572538853
aligned_1,78.0,0.16579448897391558
aligned_1,78.2,0.18162532709538937
aligned_1,78.4,0.19415928050875664
aligned_1,78.60000000000001,0.20567168667912483
aligned_1,78.80000000000001,0.2147449841722846
aligned_1,79.0,0.22044082079082727
aligned_1,79.2,0.2180734751746059
aligned_1,79.4,0.2133337832055986
aligned_1,79.60000000000001,0.2077157492749393
aligned_1,79.80000000000001,0.19566915882751346
aligned_1,80.0,0.1812358032912016
aligned_2,0.0,0.0
aligned_2,0.2,0.00021023675799369812
aligned_2,0.4,-0.0012469664216041565
aligned_2,0.6000000000000001,-0.0029123984277248383
aligned_2,0.8,0.00011586025357246399
aligned_2,1.0,0.004987969994544983
aligned_2,1.2000000000000002,0.02022869884967804
aligned_2,1.4000000000000001,0.041116297245025635
aligned_2,1.6,0.06195801869034767
aligned_2,1.8,0.07343105226755142
aligned_2,2.0,0.08040447533130646
aligned_2,2.2,0.07983197644352913
aligned_2,2.4000000000000004,0.07532643154263494
aligned_2,2.6,0.07123187184333801
aligned_2,2.8000000000000003,0.0676518231630325
aligned_2,3.0,0.06830364465713501
aligned_2,3.2,0.07214447483420372
aligned_2,3.4000000000000004,0.0839017257094383
aligned_2,3.6,0.09205589815974236
aligned_2,3.8000000000000003,0.09251123294234276
aligned_2,4.0,0.09153208509087563
aligned_2,4.2,0.08389993757009506
aligned_2,4.4,0.07636275514960289
aligned_2,4.6000000000000005,0.07275670766830442
aligned_2,4.800000000000001,0.07225159928202629
aligned_2,5.0,0.07660672813653946
aligned_2,5.2,0.09001210704445839
aligned_2,5.4,0.09236184507608414
aligned_2,5.6000000000000005,0.09295881912112233
aligned_2,5.800000000000001,0.09490327909588814
aligned_2,6.0,0.09389690682291985
aligned_2,6.2,0.09388959407806394
aligned_2,6.4,0.09569581970572472
aligned_2,6.6000000000000005,0.09932242706418037
aligned_2,6.800000000000001,0.11302150785923004
aligned_2,7.0,0.1342210378497839
aligned_2,7.2,0.15304755046963692
aligned_2,7.4,0.17875295039266348
aligned_2,7.6000000000000005,0.19197032507508993
aligned_2,7.800000000000001,0.18917399644851685
aligned_2,8.0,0.18067963048815727
aligned_2,8.200000000000001,0.17606007307767868
aligned_2,8.4,0.177347119897604
aligned_2,8.6,0.17944293282926083
aligned_2,8.8,0.1802532384172082
aligned_2,9.0,0.18782802857458591
aligned_2,9.200000000000001,0.18308813869953156
aligned_2,9.4,0.1753596942871809
aligned_2,9.600000000000001,0.17169342190027237
aligned_2,9.8,0.1726768054068088
aligned_2,10.0,0.17765972577035427
aligned_2,10.200000000000001,0.189965158700943
aligned_2,10.4,0.19214004185050726
aligned_2,10.600000000000001,0.19313869811594486
aligned_2,10.8,0.19193733856081963
aligned_2,11.0,0.19364749360829592
aligned_2,11.200000000000001,0.19481526874005795
aligned_2,11.4,0.19656924344599247
aligned_2,11.600000000000001,0.21990295220166445
aligned_2,11.8,0.240854236879386
aligned_2,12.0,0.241975462064147
aligned_2,12.200000000000001,0.24002815131098032
aligned_2,12.4,0.2341466462239623
aligned_2,12.600000000000001,0.228237921372056
aligned_2,12.8,0.2191851525567472
aligned_2,13.0,0.2274401094764471
aligned_2,13.200000000000001,0.22431032080203295
aligned_2,13.4,0.21697515528649092
aligned_2,13.600000000000001,0.20983396470546722
aligned_2,13.8,0.20265606883913279
aligned_2,14.0,0.19202263094484806
aligned_2,14.200000000000001,0.17941474169492722
aligned_2,14.4,0.17341969162225723
aligned_2,14.600000000000001,0.1735388645902276
aligned_2,14.8,0.1736137792468071
aligned_2,15.0,0.17357838340103626
aligned_2,15.200000000000001,0.17402675282210112
aligned_2,15.4,0.17574659921228886
aligned_2,15.600000000000001,0.1771359033882618
aligned_2,15.8,0.17590149864554405
aligned_2,16.0,0.17585992254316807
aligned_2,16.2,0.1764700897037983
aligned_2,16.400000000000002,0.18182558566331863
aligned_2,16.6,0.1952835014089942
aligned_2,16.8,0.21006566565483809
aligned_2,17.0,0.22036652266979218
aligned_2,17.2,0.23818274354562163
aligned_2,17.400000000000002,0.24914713483303785
aligned_2,17.6,0.2503462340682745
aligned_2,17.8,0.2464750623330474
aligned_2,18.0,0.24161987006664276
aligned_2,18.2,0.23561251815408468
aligned_2,18.400000000000002,0.23182000080123544
aligned_2,18.6,0.23089426336809993
aligned_2,18.8,0.2382016209885478
aligned_2,19.0,0.2378735151141882
aligned_2,19.200000000000003,0.23601431120187044
aligned_2,19.400000000000002,0.2333139858674258
aligned_2,19.6,0.23089811485260725
aligned_2,19.8,0.22320220060646534
aligned_2,20.0,0.20842650718986988
aligned_2,20.200000000000003,0.19659786950796843
aligned_2,20.400000000000002,0.1963999317958951
aligned_2,20.6,0.1961863823235035
aligned_2,20.8,0.1961484318599105
aligned_2,21.0,0.19618322420865297
aligned_2,21.200000000000003,0.1969043854624033
aligned_2,21.400000000000002,0.1986565962433815
aligned_2,21.6,0.19989212695509195
aligned_2,21.8,0.1982264593243599
aligned_2,22.0,0.19756863359361887
aligned_2,22.200000000000003,0.1999738421291113
aligned_2,22.400000000000002,0.2038056068122387
aligned_2,22.6,0.20864195190370083
aligned_2,22.8,0.22193661658093333
aligned_2,23.0,0.24115335382521152
aligned_2,23.200000000000003,0.25314563466235995
aligned_2,23.400000000000002,0.26125951902940864
aligned_2,23.6,0.26009241258725524
aligned_2,23.8,0.2547859884798527
aligned_2,24.0,0.2496995790861547
aligned_2,24.200000000000003,0.24396901205182076
aligned_2,24.400000000000002,0.23975014593452215
aligned_2,24.6,0.23621400399133563
aligned_2,24.8,0.2334373239427805
aligned_2,25.0,0.23618403961881995
aligned_2,25.200000000000003,0.23456417163833976
aligned_2,25.400000000000002,0.23116027656942606
aligned_2,25.6,0.22291454998776317
aligned_2,25.8,0.2068487759679556
aligned_2,26.0,0.19292755238711834
aligned_2,26.200000000000003,0.18676840793341398
aligned_2,26.400000000000002,0.18515376839786768
aligned_2,26.6,0.1836729198694229
aligned_2,26.8,0.18371210619807243
aligned_2,27.0,0.18397484626621008
aligned_2,27.200000000000003,0.18520311173051596
aligned_2,27.400000000000002,0.1857813000679016
aligned_2,27.6,0.18457086570560932
aligned_2,27.8,0.18353106081485743
aligned_2,28.0,0.1829298809170723
aligned_2,28.200000000000003,0.18568871915340424
aligned_2,28.400000000000002,0.19324729777872562
aligned_2,28.6,0.2036317391321063
aligned_2,28.8,0.21089351549744606
aligned_2,29.0,0.2157019767910242
aligned_2,29.200000000000003,0.22287163976579905
aligned_2,29.400000000000002,0.22588120959699154
aligned_2,29.6,0.22331877751275897
aligned_2,29.8,0.21942595206201077
aligned_2,30.0,0.21477374248206615
aligned_2,30.200000000000003,0.20794037636369467
aligned_2,30.400000000000002,0.21147998236119747
aligned_2,30.6,0.21549834683537483
aligned_2,30.8,0.2125013256445527
aligned_2,31.0,0.20959991682320833
aligned_2,31.200000000000003,0.2074274616315961
aligned_2,31.400000000000002,0.2040419029071927
aligned_2,31.6,0.1911556739360094
aligned_2,31.8,0.1825477909296751
aligned_2,32.0,0.17652155458927155
aligned_2,32.2,0.1752885915338993
aligned_2,32.4,0.1754703726619482
aligned_2,32.6,0.17565863579511642
aligned_2,32.800000000000004,0.17574493400752544
aligned_2,33.0,0.17612255923449993
aligned_2,33.2,0.17743916437029839
aligned_2,33.4,0.17820486798882484
aligned_2,33.6,0.177540460601449
aligned_2,33.800000000000004,0.17706433683633804
aligned_2,34.0,0.17814046144485474
aligned_2,34.2,0.18206435069441795
aligned_2,34.4,0.20473130140453577
aligned_2,34.6,0.22030436899513006
aligned_2,34.800000000000004,0.2343308925628662
aligned_2,35.0,0.24563508946448565
aligned_2,35.2,0.25341192726045847
aligned_2,35.4,0.2543539386242628
aligned_2,35.6,0.25087207602337
aligned_2,35.800000000000004,0.24662341177463531
aligned_2,36.0,0.24108696915209293
aligned_2,36.2,0.23626949544996023
aligned_2,36.4,0.23206479661166668
aligned_2,36.6,0.23182442784309387
aligned_2,36.800000000000004,0.2285446934401989
aligned_2,37.0,0.22272566799074406
aligned_2,37.2,0.2155728917568922
aligned_2,37.4,0.20864206459373236
aligned_2,37.6,0.20051525346934795
aligned_2,37.800000000000004,0.18859441857784986
aligned_2,38.0,0.1760874204337597
aligned_2,38.2,0.17611348908394575
aligned_2,38.400000000000006,0.17630250006914133
aligned_2,38.6,0.1763200256973505
aligned_2,38.800000000000004,0.17614787817001343
aligned_2,39.0,0.1767850276082754
aligned_2,39.2,0.17919530998915434
aligned_2,39.400000000000006,0.17994202487170696
aligned_2,39.6,0.1787661798298359
aligned_2,39.800000000000004,0.17837263643741608
aligned_2,40.0,0.18269944190979004
aligned_2,40.2,0.18715978600084782
aligned_2,40.400000000000006,0.20642828755080694
aligned_2,40.6,0.22025683987885714
aligned_2,40.800000000000004,0.2416453417390585
aligned_2,41.0,0.24988428875803947
aligned_2,41.2,0.25168807059526443
aligned_2,41.400000000000006,0.24938012938946486
aligned_2,41.6,0.2455381052568555
aligned_2,41.800000000000004,0.2401076527312398
aligned_2,42.0,0.23775219172239304
aligned_2,42.2,0.23149291379377246
aligned_2,42.400000000000006,0.23299732524901628
aligned_2,42.6,0.2304491177201271
aligned_2,42.800000000000004,0.22339599765837193
aligned_2,43.0,0.21722511015832424
aligned_2,43.2,0.21228965092450375
aligned_2,43.400000000000006,0.20628819148987526
aligned_2,43.6,0.1945395991206169
aligned_2,43.800000000000004,0.1814589872956276
aligned_2,44.0,0.1784640308469534
aligned_2,44.2,0.17856455966830254
aligned_2,44.400000000000006,0.17863470129668713
aligned_2,44.6,0.17871606815606356
aligned_2,44.800000000000004,0.17897857539355755
aligned_2,45.0,0.18020291347056627
aligned_2,45.2,0.18200179375708103
aligned_2,45.400000000000006,0.18107650056481361
aligned_2,45.6,0.1796395480632782
aligned_2,45.800000000000004,0.18192797154188156
aligned_2,46.0,0.1853625886142254
aligned_2,46.2,0.19206766411662102
aligned_2,46.400000000000006,0.20599311962723738
aligned_2,46.6,0.2260503601282835
aligned_2,46.800000000000004,0.24806852964684367
aligned_2,47.0,0.2610697653144598
aligned_2,47.2,0.26284811832010746
aligned_2,47.400000000000006,0.2592957988381386
aligned_2,47.6,0.25398537004366517
aligned_2,47.800000000000004,0.24977704230695963
aligned_2,48.0,0.24668396078050137
aligned_2,48.2,0.2514421730302274
aligned_2,48.400000000000006,0.2514125145971775
aligned_2,48.6,0.24762221332639456
aligned_2,48.800000000000004,0.24425344541668892
aligned_2,49.0,0.2414907068014145
aligned_2,49.2,0.23834009654819965
aligned_2,49.400000000000006,0.23179122200235724
aligned_2,49.6,0.21520526986569166
aligned_2,49.800000000000004,0.20543343760073185
aligned_2,50.0,0.20450571086257696
aligned_2,50.2,0.20432498818263412
aligned_2,50.400000000000006,0.20447093900293112
aligned_2,50.6,0.2044938337057829
aligned_2,50.800000000000004,0.20484754908829927
aligned_2,51.0,0.20619574887678027
aligned_2,51.2,0.20758240949362516
aligned_2,51.400000000000006,0.2066347012296319
aligned_2,51.6,0.2053885841742158
aligned_2,51.800000000000004,0.20714418217539787
aligned_2,52.0,0.2129666581749916
aligned_2,52.2,0.22032990120351315
aligned_2,52.400000000000006,0.2270788038149476
aligned_2,52.6,0.23095739306882018
aligned_2,52.800000000000004,0.23255714774131775
aligned_2,53.0,0.2345311869867146
aligned_2,53.2,0.23356511117890477
aligned_2,53.400000000000006,0.2313030632212758
aligned_2,53.6,0.22697959002107382
aligned_2,53.800000000000004,0.2166789243929088
aligned_2,54.0,0.21257052989676595
aligned_2,54.2,0.21868788171559572
aligned_2,54.400000000000006,0.22099770046770573
aligned_2,54.6,0.22599646262824535
aligned_2,54.800000000000004,0.2235892079770565
aligned_2,55.0,0.22307249903678894
aligned_2,55.2,0.2179946256801486
aligned_2,55.400000000000006,0.20277233514934778
aligned_2,55.6,0.19452830217778683
aligned_2,55.800000000000004,0.19050762150436634
aligned_2,56.0,0.19039019290357828
aligned_2,56.2,0.19050529599189758
aligned_2,56.400000000000006,0.19059739913791418
