time,cargo x,cargo y,cargo z,cargo alpha,cargo beta,cargo gamma,phi1,phi2,phi3,phi4,current1,current2,current3,current4,r1 x,r1 y,r1 z,r2 x,r2 y,r2 z,r3 x,r3 y,r3 z,r4 x,r4 y,r4 z
4276,-1.078497171,-0.897031307,0.081554294,-0.014015375,-0.015476088,0.804720342,3.601710572,5.021018453,3.415546607,4.979775259,0.570236492,0.491110711,0.635365216,0.455500706,-0.616450906,0.132447198,-0.106736496,-0.473775506,-2.205656052,-1.371703506,-1.30154109,-1.944459438,0.813500702,0.787958384,-2.421757936,-2.255669355
4277,-1.080971837,-0.895474315,0.085500672,-0.019401466,-0.022135511,0.807672799,3.641710572,5.073931059,3.455546607,5.027497558,0.566677654,0.492439825,0.630810482,0.458573117,-0.620509624,0.128218696,-0.106753647,-0.473792672,-2.203757048,-1.370081902,-1.30155158,-1.944477797,0.813893557,0.787958503,-2.421483517,-2.255671501
4278,-1.082481265,-0.895543873,0.081398785,-0.012172554,-0.01423214,0.810518682,3.681710572,5.126726928,3.495546607,5.075426716,0.563025944,0.490490056,0.625698361,0.456061306,-0.624632478,0.123923585,-0.106773444,-0.473812252,-2.201302528,-1.36795938,-1.301557899,-1.944488287,0.814395845,0.787958384,-2.421278,-2.255672693
4279,-1.084408879,-0.894455254,0.08202751,-0.012985689,-0.015463846,0.813284159,3.724857333,5.179337033,3.535546607,5.12353721,0.558907029,0.490388092,0.620212494,0.45717086,-0.628864467,0.119529828,-0.106785499,-0.473824263,-2.19846487,-1.365494251,-1.301568985,-1.944508553,0.815054953,0.787958324,-2.421150446,-2.255674839
4280,-1.087368488,-0.894823313,0.08093214,-0.014391567,-0.012406849,0.816037059,3.775102253,5.231674582,3.575546607,5.171840521,0.555893646,0.49068794,0.61321437,0.456538422,-0.633032799,0.115198761,-0.106799074,-0.473837435,-2.195371151,-1.362785935,-1.30157578,-1.944519281,0.815715373,0.787958086,-2.421191931,-2.255676508
4281,-1.087911844,-0.893259346,0.078458168,-0.00696347,-0.008419385,0.819840312,3.82531825,5.283631243,3.615546607,5.220328972,0.551681641,0.487967327,0.608305973,0.456302169,-0.637054503,0.110996045,-0.106807016,-0.473845214,-2.19231391,-1.360099673,-1.301586509,-1.944538355,0.81626302,0.787958086,-2.421387196,-2.255678654
4282,-1.089345574,-0.892160535,0.081604332,-0.01266614,-0.014205159,0.821460009,3.875377917,5.335156606,3.655546607,5.26898077,0.547391995,0.489045157,0.603153981,0.458925288,-0.640826106,0.107072376,-0.10681162,-0.473849654,-2.189202547,-1.357347012,-1.301595211,-1.944552779,0.816988289,0.787958026,-2.421710491,-2.255680561
4283,-1.090359807,-0.892441988,0.076420583,-0.003569746,-0.003888275,0.823836863,3.925171426,5.386172697,3.695546607,5.317814554,0.544438798,0.486716398,0.598205527,0.455918058,-0.644176841,0.103572957,-0.106814861,-0.473852783,-2.186497688,-1.354950547,-1.301601052,-1.944562793,0.817862689,0.787958026,-2.422166109,-2.255681753
4284,-1.092075944,-0.891361177,0.078318827,-0.007822406,-0.007444316,0.825606763,3.974610465,5.436651629,3.735546607,5.366797875,0.541593513,0.487359116,0.593820224,0.457875818,-0.647040129,0.100587003,-0.106809899,-0.473848164,-2.184103251,-1.352821946,-1.30161047,-1.94457984,0.818784833,0.787958205,-2.422656298,-2.255683661
4285,-1.093693733,-0.890125215,0.077801265,-0.005801816,-0.007041206,0.827991664,4.02362943,5.486575694,3.775546607,5.415927188,0.53989863,0.486893338,0.590105389,0.45830844,-0.649431705,0.098098829,-0.106807537,-0.473845929,-2.182341099,-1.351265669,-1.301615238,-1.944587469,0.819252014,0.787958264,-2.423135519,-2.255684853
4286,-1.094551444,-0.889183819,0.074102357,0.00058416,-0.000177038,0.828874469,4.072192943,5.535962778,3.815546607,5.465196833,0.537551251,0.485056145,0.588040184,0.457120586,-0.651307225,0.096101791,-0.106800348,-0.473839104,-2.180944681,-1.350024223,-1.301621914,-1.944598913,0.819745064,0.787958443,-2.423527241,-2.255686045
4287,-1.098910451,-0.885899723,0.07605952,-0.000650444,8.24E-05,0.827825606,4.120284388,5.584849292,3.855546607,5.514588728,0.536462419,0.486718284,0.586204271,0.459086473,-0.652615845,0.094694801,-0.106791131,-0.473830462,-2.179945469,-1.349136829,-1.301628232,-1.944610119,0.820028663,0.787958741,-2.423918009,-2.255687475
4288,-1.103417993,-0.881631315,0.074772231,0.000599408,0.000530017,0.827922642,4.167912417,5.633310759,3.895546607,5.56409586,0.535812022,0.487069482,0.584457129,0.460962201,-0.653552473,0.093688451,-0.106785923,-0.473825485,-2.179386616,-1.348643303,-1.301630259,-1.944612503,0.820245385,0.787958801,-2.424153566,-2.255687952
4289,-1.103188276,-0.881835639,0.078278884,0.007377503,0.007032327,0.827526629,4.215102666,5.681451192,3.935546607,5.613715631,0.535996773,0.487111666,0.585633092,0.460278152,-0.654181957,0.092999175,-0.106783539,-0.47382316,-2.179216385,-1.348490834,-1.30162847,-1.944608688,0.820667207,0.787958801,-2.424275875,-2.255687952
4290,-1.102737188,-0.882629573,0.083540194,0.015891902,0.017125024,0.827964783,4.261889146,5.729402302,3.975546607,5.663441381,0.537808097,0.486851661,0.587480201,0.459439521,-0.654470861,0.092703573,-0.106780864,-0.473820746,-2.179197788,-1.348475099,-1.301628232,-1.944608927,0.820881784,0.78795898,-2.424300432,-2.255687714
4291,-1.103334069,-0.882106721,0.079974562,0.009584558,0.010315905,0.828062892,4.30836413,5.777314008,4.015546607,5.713266865,0.536555665,0.487083357,0.58589056,0.460079183,-0.654500008,0.09266822,-0.106777661,-0.473817766,-2.179200649,-1.348477483,-1.301629305,-1.944610953,0.820913017,0.78795898,-2.424306393,-2.255687952
4292,-1.103876591,-0.881631613,0.076255359,0.003276876,0.003458372,0.828109145,4.354604199,5.825360076,4.055546607,5.763189586,0.535408075,0.487294123,0.584390083,0.460671301,-0.654491663,0.092674896,-0.106775612,-0.473815799,-2.179215908,-1.348490357,-1.301628709,-1.944609284,0.820919275,0.787959099,-2.424309015,-2.255687952
4293,-1.103247881,-0.882215619,0.080471061,0.010424571,0.011253842,0.828048885,4.400665488,5.873733104,4.095546607,5.813208665,0.536761141,0.487076955,0.586132553,0.459959958,-0.65447855,0.092687115,-0.106773943,-0.473814219,-2.179234505,-1.348506093,-1.301627159,-1.944606662,0.820919991,0.787959158,-2.424310923,-2.255687714
4294,-1.102849841,-0.882572591,0.083169624,0.014894765,0.016139913,0.827966392,4.446640312,5.92263352,4.135546607,5.863324344,0.53766699,0.486954773,0.58731275,0.459548133,-0.654470861,0.092694484,-0.106771275,-0.473811775,-2.179244757,-1.348514795,-1.301627636,-1.944607735,0.820918858,0.787959218,-2.424312592,-2.255687714
4295,-1.10361433,-0.881879747,0.078163743,0.006371636,0.006861346,0.82806015,4.49264796,5.972267862,4.175546607,5.913539786,0.536013306,0.487231902,0.585192518,0.460375122,-0.654463232,0.092701644,-0.106768645,-0.473809302,-2.179254293,-1.348522902,-1.301628232,-1.944608808,0.820917606,0.787959278,-2.42431426,-2.255687714
4296,-1.103784323,-0.881737769,0.076833047,0.004210401,0.004498017,0.828077316,4.538762461,6.022844571,4.215546607,5.963859227,0.535634174,0.487297674,0.584686136,0.460551718,-0.654449344,0.0927146,-0.106767088,-0.473807842,-2.179272175,-1.34853816,-1.301626921,-1.944606185,0.820916772,0.787959337,-2.424315929,-2.255687475
4297,-1.103035688,-0.882420421,0.081831485,0.01268058,0.013728871,0.827991664,4.585048226,6.074560541,4.255546607,6.014287517,0.537260732,0.487035905,0.586785934,0.459726137,-0.654436648,0.092726648,-0.106765345,-0.473806232,-2.179288864,-1.348552346,-1.301625967,-1.944604516,0.820915759,0.787959397,-2.424317598,-2.255687237
4298,-1.103039145,-0.882408917,0.081878714,0.012666515,0.013724797,0.827977896,4.63160554,6.127594841,4.295546607,6.064833832,0.537266152,0.487047987,0.58681502,0.459747504,-0.654429793,0.092733257,-0.10676267,-0.473803759,-2.179297447,-1.348559618,-1.301626682,-1.944606185,0.820914328,0.787959456,-2.424319506,-2.255687475
4299,-1.103774786,-0.881745338,0.076916397,0.004278534,0.004585167,0.828061283,4.678524914,6.182097059,4.335546607,6.115510145,0.535684049,0.487313951,0.584766446,0.460550568,-0.654420197,0.092742205,-0.106760487,-0.473801702,-2.179309368,-1.34856987,-1.301626682,-1.944606066,0.820913196,0.787959635,-2.424321175,-2.255687475
4300,-1.103603482,-0.881910443,0.077912286,0.006049144,0.006505048,0.828056991,4.725857324,6.238160776,4.375546607,6.166326041,0.536023342,0.487252871,0.58519547,0.460348199,-0.654405773,0.092755713,-0.106759138,-0.473800421,-2.179328203,-1.348585844,-1.301625252,-1.944603205,0.820912302,0.787959576,-2.424322605,-2.255686998
4301,-1.102919102,-0.88252914,0.082475737,0.013746702,0.01489706,0.827966213,4.773657531,0.012628646,4.415546607,6.217292771,0.537528084,0.487017256,0.587138732,0.459610963,-0.654394865,0.092766084,-0.106757186,-0.473798633,-2.17934227,-1.348597884,-1.301624656,-1.944602609,0.820911169,0.787959695,-2.424324274,-2.255686998
4302,-1.103263378,-0.882209361,0.080263145,0.009918833,0.010735786,0.828009784,4.821993273,0.071834585,4.455546607,6.268428785,0.536778685,0.487145607,0.586193952,0.459995853,-0.65438813,0.092772566,-0.106753901,-0.473795533,-2.179350615,-1.348605037,-1.30162549,-1.944604158,0.820909798,0.787959814,-2.424326181,-2.255686998
4303,-1.103821158,-0.88170886,0.076367915,0.003378595,0.003604499,0.828068197,4.870906473,0.131834585,4.495546607,0.036565961,0.53557756,0.487361042,0.58462693,0.460611198,-0.654376745,0.09278319,-0.106742837,-0.473784506,-2.179365158,-1.348617315,-1.301625013,-1.944602966,0.820908725,0.787959814,-2.424327612,-2.255686998
4304,-1.103388906,-0.882103562,0.079155169,0.008156114,0.008805605,0.828044116,4.920422283,0.191834585,4.535546607,0.088085642,0.536469927,0.48723494,0.585782723,0.460134505,-0.654362619,0.092796467,-0.106717542,-0.473759174,-2.179383516,-1.348632932,-1.301627994,-1.944605708,0.820907831,0.787960052,-2.424329519,-2.25568676
4305,-1.102897525,-0.882537007,0.082396775,0.013587805,0.014735004,0.827978671,4.970564502,0.251834585,4.575546607,0.139817253,0.537544455,0.487118963,0.587181778,0.459649498,-0.65435338,0.092805311,-0.10667561,-0.473717213,-2.179395199,-1.348643064,-1.301642179,-1.94462347,0.820906579,0.787960529,-2.424331188,-2.255686283
4306,-1.103436589,-0.882034838,0.07878007,0.007414453,0.008019256,0.82806474,5.021339864,0.311834585,4.615546607,0.191782326,0.536350068,0.487380859,0.585658886,0.460298139,-0.65434587,0.092812404,-0.10661757,-0.473659009,-2.179404497,-1.348650932,-1.30166924,-1.944656849,0.820905209,0.787961364,-2.424333096,-2.255685568
4307,-1.103724122,-0.881771266,0.076550983,0.003719827,0.003989522,0.828120828,5.07274006,0.371834585,4.655546607,0.243991629,0.535688414,0.487572776,0.584788736,0.460692754,-0.654333234,0.092824236,-0.10654477,-0.473585874,-2.17942071,-1.348664641,-1.301707029,-1.944702148,0.820904315,0.787962675,-2.424334526,-2.255682707
4308,-1.103115082,-0.882315159,0.08043921,0.010335777,0.011201806,0.828102171,5.12475238,0.431834585,4.695546607,0.296445026,0.536942206,0.487460084,0.586407594,0.460120302,-0.65432018,0.092836551,-0.10645669,-0.473497421,-2.179437399,-1.348678946,-1.301756978,-1.94476223,0.820903361,0.787964582,-2.424336195,-2.255677938
4309,-1.10287261,-0.882513523,0.081872419,0.012697525,0.013790769,0.828106046,5.177337147,0.491834585,4.735546607,0.349148498,0.537422185,0.487505042,0.587036887,0.460006372,-0.654312372,0.092844024,-0.106352821,-0.473393112,-2.179447174,-1.348687291,-1.301820636,-1.944840193,0.82090193,0.787967145,-2.424338102,-2.255670786
4310,-1.103446245,-0.881975889,0.077748954,0.005713692,0.006188275,0.828234076,5.230423632,0.551834585,4.782945139,0.402107179,0.536097961,0.487863602,0.585324607,0.460792629,-0.654303968,0.092851929,-0.106223613,-0.473262906,-2.179457664,-1.348696113,-1.301896334,-1.944932103,0.820900679,0.787971675,-2.424339771,-2.255660534
4311,-1.103406549,-0.881993115,0.07746549,0.005321122,0.00576163,0.828309119,5.283946598,0.611834585,4.832547661,0.455302111,0.536041429,0.488091424,0.585246229,0.460937882,-0.654290915,0.092864133,-0.106023207,-0.473060936,-2.179474354,-1.348710299,-1.301982403,-1.945035577,0.820899785,0.787977457,-2.42434144,-2.255646229
4312,-1.102685452,-0.88259089,0.081667244,0.012423298,0.013545058,0.828337908,5.337829242,0.671834585,4.882171052,0.508702715,0.53740504,0.48829176,0.587047228,0.460429446,-0.654279828,0.092874698,-0.105650954,-0.472685963,-2.179488659,-1.348722458,-1.302081347,-1.94516027,0.820898652,0.787986279,-2.424343109,-2.255611897
4313,-1.10248518,-0.882704377,0.081101991,0.011602441,0.012434926,0.828871012,5.391948122,0.731834585,4.93185879,0.562285225,0.537397583,0.488776262,0.586718976,0.460701297,-0.654273331,0.09288092,-0.105144061,-0.472173661,-2.179496527,-1.348729253,-1.30221343,-1.945329547,0.820897102,0.788009465,-2.424345016,-2.255548239
4314,-1.102675915,-0.882213175,0.077473573,0.005438677,0.005804013,0.82912457,5.44616385,0.791834585,4.981658043,0.6160164,0.536055077,0.489244151,0.585441285,0.461754098,-0.65426439,0.092889264,-0.104704328,-0.471746892,-2.179507732,-1.348738909,-1.302424669,-1.945587635,0.820896029,0.788159192,-2.424346685,-2.255497694
4315,-1.102111697,-0.882758617,0.079409853,0.008324563,0.009482312,0.829752743,5.500370842,0.851834585,5.031616361,0.669831159,0.536870093,0.490190372,0.586129245,0.462002981,-0.654252291,0.092900693,-0.103731565,-0.47076875,-2.179522991,-1.348751664,-1.302790642,-1.946024299,0.820894897,0.788071215,-2.424348116,-2.255415678
4316,-1.100351095,-0.883936107,0.083122127,0.014818442,0.015919214,0.831436753,5.554444418,0.911834585,5.081781404,0.72366475,0.538525895,0.490457301,0.587582518,0.462159587,-0.654245436,0.092907324,-0.102720998,-0.469744295,-2.179533243,-1.348760128,-1.303263664,-1.946595907,0.820893466,0.787902355,-2.424350023,-2.255271912
4317,-1.098770618,-0.884919703,0.0800929,0.010486489,0.01132633,0.833282888,5.608225945,0.971834585,5.132193017,0.777458741,0.537732354,0.491094864,0.586530295,0.463131396,-0.654242992,0.092909701,-0.101413876,-0.468432069,-2.179539204,-1.348765492,-1.303836346,-1.947297335,0.820891738,0.78782928,-2.424351692,-2.255279779
4318,-1.097204804,-0.885799646,0.077971578,0.00638392,0.006481361,0.835175931,5.661602623,1.031834585,5.182880467,0.831147178,0.537206707,0.492552699,0.585669805,0.464626355,-0.654236197,0.092915989,-0.0996323,-0.466644287,-2.179551363,-1.348775625,-1.304600835,-1.94822669,0.820890546,0.787806332,-2.424353361,-2.255200863
4319,-1.094234109,-0.887741446,0.082551718,0.013294969,0.016720083,0.837795496,5.714496247,1.091834585,5.233866626,0.884652884,0.538793416,0.493459129,0.588205876,0.465740638,-0.654230654,0.092921384,-0.097288817,-0.464294404,-2.179563284,-1.34878552,-1.305527568,-1.949339271,0.820889056,0.787699759,-2.42435503,-2.25544858
4320,-1.089279652,-0.891514838,0.081877165,0.012790659,0.015506786,0.840863705,5.76681925,1.151834585,5.285146065,0.937903976,0.538782954,0.4944783,0.588561158,0.466325217,-0.65423286,0.092919402,-0.095020324,-0.462005258,-2.179566383,-1.348787904,-1.306559205,-1.950575948,0.82088697,0.787699342,-2.424356937,-2.255744219
4321,-1.0838691,-0.896579862,0.07590767,0.003070083,0.005355593,0.846619666,5.818527974,1.211834585,5.336684779,0.990854213,0.538505308,0.496030659,0.585977372,0.467566291,-0.65423286,0.092919305,-0.092089102,-0.459054291,-2.179572105,-1.348792791,-1.307868123,-1.952085137,0.82088542,0.787587464,-2.424358845,-2.25647831
4322,-1.078589439,-0.900928259,0.076099031,0.004416986,0.007998751,0.851619065,5.869617268,1.271834585,5.388448659,1.043467799,0.539798296,0.497444227,0.586741936,0.469122742,-0.65422982,0.092922226,-0.088958964,-0.455885738,-2.179583073,-1.348801732,-1.309298158,-1.953751564,0.82088393,0.78779155,-2.424360275,-2.257439375
4323,-1.073227525,-0.904663384,0.078402244,0.006289267,0.013158153,0.855826735,5.920101953,1.331834585,5.440378028,1.095735263,0.540614012,0.500024782,0.589110698,0.471988044,-0.654231787,0.092920482,-0.084848672,-0.451751053,-2.179588079,-1.348805308,-1.310918808,-1.955630302,0.820881903,0.7877841,-2.424361944,-2.258340597
4324,-1.069397449,-0.907220066,0.074590102,0.002084627,0.000844066,0.857437968,5.970029122,1.391834585,5.492366961,1.147655882,0.539739117,0.5048566,0.58774382,0.474890571,-0.654237866,0.092914388,-0.081158176,-0.448009789,-2.179587841,-1.348805547,-1.313223839,-1.958353519,0.820879936,0.788048208,-2.424363852,-2.258751631
4325,-1.066702008,-0.908531904,0.075086229,0.0028678,0.002408827,0.859378457,6.019475656,1.451834585,5.544323498,1.199258547,0.53964084,0.50750441,0.589056143,0.478790951,-0.654241681,0.092910551,-0.077980615,-0.444760859,-2.179591179,-1.348808169,-1.315431952,-1.960892916,0.820878267,0.788430512,-2.424365282,-2.259691
4326,-1.064194083,-0.910395563,0.076695837,0.011121874,0.006623164,0.861251175,6.068534739,1.511834585,5.596130345,1.250578324,0.541435888,0.510176512,0.5900727,0.480108242,-0.654249132,0.092903242,-0.075420424,-0.44216606,-2.17958951,-1.348806739,-1.317075133,-1.962718129,0.820876122,0.788548529,-2.424367428,-2.260643959
4327,-1.063160896,-0.911251903,0.073615901,0.00090543,0.000357335,0.863449335,6.117330664,1.571834585,5.647660171,1.301703417,0.540260141,0.511991974,0.589030856,0.484488074,-0.654257536,0.092894688,-0.073256224,-0.43999055,-2.179583549,-1.348802328,-1.318994522,-1.964923382,0.820874214,0.788838208,-2.424369574,-2.261486292
4328,-1.062063336,-0.912163079,0.075259112,0.003172625,0.003698879,0.863902092,6.16599084,1.631834585,5.69880747,1.352723855,0.540725187,0.514819058,0.590049999,0.486835563,-0.654264092,0.092888273,-0.070938259,-0.43763113,-2.179581165,-1.348799825,-1.320687175,-1.966818333,0.820872128,0.789044261,-2.424371958,-2.262148142
4329,-1.060896158,-0.913104355,0.077385463,0.006645873,0.007906709,0.864393234,6.214659048,1.691834585,5.749469819,1.403759815,0.541448562,0.517069342,0.591276376,0.488766491,-0.654273212,0.092879042,-0.069036223,-0.435708791,-2.179572105,-1.348793626,-1.322150588,-1.968421459,0.82087034,0.789160132,-2.424374104,-2.262671232
4330,-1.060397983,-0.913508534,0.074919805,0.002706282,0.003346273,0.865003645,6.2634955,1.751834585,5.799561883,1.454953812,0.540788867,0.519786699,0.590343577,0.490881702,-0.654283762,0.092868403,-0.066914938,-0.433564216,-2.179560661,-1.348785043,-1.323527217,-1.969901562,0.820868194,0.789000154,-2.424376726,-2.263594866
4331,-1.059487581,-0.914250433,0.074857421,0.002717883,0.003380708,0.865634918,0.029475477,1.811834585,5.849027118,1.506470635,0.540900142,0.522432795,0.590545872,0.493906982,-0.654292047,0.092860058,-0.064781263,-0.431385994,-2.179552794,-1.348778963,-1.325595617,-1.972264647,0.820866466,0.788226068,-2.42437911,-2.264289856
4332,-1.058037639,-0.915333986,0.077806354,0.007508286,0.009157536,0.866345942,0.079139693,1.871189272,5.897828645,1.55848363,0.541909871,0.525160502,0.592232345,0.495955583,-0.654297948,0.092854142,-0.06241389,-0.428948849,-2.179540396,-1.348770857,-1.327049971,-1.973915339,0.820864022,0.787415624,-2.424381256,-2.264785767
4333,-1.057397008,-0.915844738,0.075788788,0.004354148,0.005421177,0.867105722,0.129482784,1.911189272,5.94596629,1.611187241,0.541457251,0.52817215,0.591489776,0.498319522,-0.654297054,0.092856094,-0.059998486,-0.426601052,-2.179524422,-1.348757982,-1.328564763,-1.975592852,0.820859611,0.786153078,-2.424384594,-2.266112804
4334,-1.056588173,-0.916429281,0.074338511,0.002123813,0.002804175,0.867833018,0.180687828,1.951189272,5.993458757,1.664778304,0.541156704,0.529215808,0.591118165,0.499905696,-0.654281139,0.092873946,-0.058972515,-0.42554301,-2.179511547,-1.348748088,-1.32949841,-1.976686478,0.820853055,0.785541892,-2.424387455,-2.267098188
4335,-1.055245757,-0.917524576,0.076878294,0.006374202,0.007770889,0.868471682,0.232952855,1.991189272,6.040333393,1.719496872,0.542151503,0.532130334,0.592550635,0.503486089,-0.654252708,0.092905067,-0.056541212,-0.423132747,-2.179496765,-1.348738313,-1.33204174,-1.97958529,0.820844591,0.784854293,-2.424389839,-2.268194914
4336,-1.05453074,-0.918275416,0.076088458,0.005321011,0.006349357,0.86900121,0.286474391,2.031189272,6.086659228,1.77553049,0.542213216,0.533371879,0.592295827,0.50476948,-0.65421474,0.092946984,-0.055536088,-0.422144592,-2.179478168,-1.348723531,-1.33300364,-1.980641842,0.820833266,0.784161925,-2.424393415,-2.26883316
4337,-1.054002285,-0.918758631,0.073548697,0.001353012,0.001603909,0.869426727,0.341450067,2.071189272,6.13251501,1.83311173,0.541610544,0.534230325,0.591367484,0.506990513,-0.65416199,0.093004435,-0.054846991,-0.421417028,-2.179461479,-1.34871161,-1.334470272,-1.982312202,0.820820212,0.783999383,-2.424396276,-2.269189358
4338,-1.052874088,-0.919939399,0.075646542,0.004897033,0.005686502,0.869797707,0.398116742,2.111189272,6.177960811,1.89243213,0.542602944,0.535577607,0.592450707,0.508660212,-0.65409559,0.093076751,-0.053794056,-0.420360178,-2.179447174,-1.348700285,-1.335873961,-1.983861327,0.820804596,0.784092009,-2.424399376,-2.269792795
4339,-1.052119136,-0.920757771,0.075246297,0.004315163,0.004948318,0.8700912,0.456680667,2.151189272,6.223094549,1.95243213,0.542750618,0.535996149,0.59241761,0.509295109,-0.654019117,0.09315978,-0.053386886,-0.420077026,-2.179427385,-1.348686695,-1.336492181,-1.984484673,0.82078743,0.784061909,-2.424402237,-2.269985914
4340,-1.051564097,-0.921347857,0.073221527,0.001121219,0.001149943,0.870302498,0.516680667,2.191189272,6.268013261,2.01243213,0.542335907,0.537427731,0.591719082,0.510794785,-0.65392828,0.093258381,-0.052331451,-0.419033259,-2.179410696,-1.348674297,-1.337610006,-1.985655427,0.820768476,0.784394741,-2.424405336,-2.270474672
4341,-1.050559759,-0.922259212,0.07402128,0.002456595,0.002744266,0.870495915,0.576680667,2.231189272,0.029603049,2.07243213,0.542765699,0.537784297,0.592366076,0.510795132,-0.653820097,0.093376279,-0.051989507,-0.418717414,-2.179394245,-1.348662615,-1.337769508,-1.98583138,0.820747793,0.785154104,-2.424408197,-2.270508051
4342,-1.049788237,-0.922970653,0.073469356,0.001576306,0.001720213,0.870662749,0.636680667,2.271189272,0.074327461,2.13243213,0.54283559,0.538023478,0.592391983,0.511113386,-0.653663278,0.093545571,-0.051749025,-0.418420076,-2.179381132,-1.348654151,-1.338073254,-1.98613584,0.820721507,0.786060512,-2.424411535,-2.270652056
4343,-1.048949838,-0.923732281,0.073545247,0.001711102,0.001892008,0.870769441,0.696680667,2.311189272,0.119077535,2.19243213,0.543258644,0.538442893,0.592725479,0.511841001,-0.653377295,0.09385094,-0.051372912,-0.418117702,-2.179378271,-1.348654151,-1.338747501,-1.986759305,0.820657611,0.786701024,-2.42441535,-2.271328211
4344,-1.048129082,-0.924427629,0.073542051,0.001709124,0.001927247,0.870767891,0.756680667,2.351189272,0.163926913,2.25243213,0.543772967,0.538916511,0.593088861,0.512171442,-0.652950883,0.094307072,-0.050903715,-0.417837262,-2.179386616,-1.348664165,-1.33908093,-1.987100959,0.820544183,0.786563694,-2.424420595,-2.271421432
4345,-1.047325611,-0.925054789,0.073537372,0.001704831,0.001930423,0.870722592,0.816680667,2.391189272,0.208941737,2.31243213,0.544284204,0.53871306,0.593491004,0.512040394,-0.652498066,0.094798379,-0.050952587,-0.41789338,-2.179405689,-1.348684192,-1.339116693,-1.987108707,0.820319355,0.787668943,-2.424427271,-2.271081448
4346,-1.046553493,-0.925607443,0.073463857,0.001573244,0.001780136,0.870604157,0.876680667,2.431189272,0.254180304,2.37243213,0.545039883,0.53868566,0.593904892,0.512016556,-0.651808977,0.095520772,-0.050765384,-0.417927444,-2.17943573,-1.348714232,-1.339185953,-1.987160206,0.820102453,0.787696719,-2.424436092,-2.271054506
4347,-1.045757174,-0.926083982,0.073545992,0.001673215,0.001942399,0.870358944,0.936680667,2.471189272,0.299690565,2.43243213,0.546067086,0.538832558,0.594484656,0.51203061,-0.650879085,0.096499614,-0.050484639,-0.417773128,-2.179476261,-1.348754168,-1.339216709,-1.987171292,0.819779873,0.788058519,-2.42444706,-2.271209955
4348,-1.044971824,-0.926439226,0.073494315,0.001588315,0.001829438,0.869998097,0.996680667,2.511189272,0.345513387,2.49243213,0.547133051,0.538730297,0.595094867,0.512108152,-0.649825752,0.097638592,-0.050449289,-0.41789028,-2.179526806,-1.348802805,-1.339301467,-1.987108946,0.819550037,0.788359344,-2.424461126,-2.271796227
4349,-1.044215441,-0.926706314,0.073414735,0.001466248,0.001669675,0.869539261,1.056680667,2.551189272,0.391680967,2.55243213,0.548737942,0.538521256,0.595748119,0.512018491,-0.648321629,0.099246606,-0.050470356,-0.417942733,-2.179587126,-1.34886086,-1.339231253,-1.986980319,0.819404602,0.78847605,-2.424479246,-2.272018194
4350,-1.043382764,-0.926854908,0.073502943,0.001564327,0.001847922,0.868871808,1.116680667,2.591189272,0.43821568,2.61243213,0.550053921,0.538272018,0.596654305,0.512040544,-0.646916032,0.100781299,-0.050403398,-0.418027729,-2.179656506,-1.348926544,-1.339199305,-1.986955643,0.819403827,0.788648009,-2.424501181,-2.271571398
4351,-1.042539716,-0.9269045,0.073515922,0.001529188,0.001886408,0.868062079,1.176680667,2.631189272,0.485134511,2.67243213,0.55174804,0.538344823,0.597631123,0.512122278,-0.645131648,0.102717347,-0.050059505,-0.41788432,-2.179733515,-1.349000573,-1.339176297,-1.986897945,0.818976164,0.788683891,-2.424527884,-2.271526814
4352,-1.04166317,-0.926856816,0.073509827,0.00146719,0.001897226,0.867103457,1.236680667,2.671189272,0.532447912,2.73243213,0.554259252,0.538483514,0.598721014,0.512201082,-0.642639279,0.105351016,-0.049687374,-0.417678982,-2.179817677,-1.349082589,-1.339097738,-1.986749887,0.818517268,0.788877547,-2.424559832,-2.271702766
4353,-1.040714502,-0.926671267,0.073504336,0.001404147,0.001916673,0.865898728,1.296680667,2.711189272,0.580160922,2.79243213,0.555682999,0.538064972,0.600004001,0.512277746,-0.640759349,0.107385293,-0.049686003,-0.417781085,-2.179908752,-1.349169493,-1.338967681,-1.98654139,0.818423688,0.788959563,-2.42459774,-2.271918535
4354,-1.039817691,-0.926453888,0.073468231,0.001316424,0.001844302,0.864646018,1.356680667,2.751189272,0.628276149,2.85243213,0.557649136,0.538035743,0.601258364,0.51238172,-0.638482451,0.109808601,-0.049402621,-0.417636335,-2.180003405,-1.349266291,-1.338936567,-1.9864465,0.818223238,0.789347529,-2.424655199,-2.271603346
4355,-1.038958669,-0.926199496,0.073425308,0.00122351,0.001751162,0.863379836,1.416680667,2.791189272,0.676793447,2.91243213,0.558863847,0.538394783,0.602512764,0.512408243,-0.636752725,0.11170058,-0.048789222,-0.417294025,-2.180106401,-1.349378109,-1.338816166,-1.986262918,0.817876995,0.789204597,-2.42475152,-2.271578312
4356,-1.038137555,-0.925912738,0.073381402,0.001132371,0.001665949,0.862165689,1.476680667,2.831189272,0.725711544,2.97243213,0.560191714,0.538835509,0.603778687,0.512282785,-0.634946048,0.113659546,-0.04817516,-0.416910201,-2.18023634,-1.349518895,-1.338522553,-1.985894799,0.817181349,0.789244115,-2.424852848,-2.271510839
