region_key,region_order,marker,q_left,q_right,effective_phase_lag_rad,phase_rad,left_force_normalized,right_force_normalized
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.133665010563068,0.9946804533346376,0.3466716047332194
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.146754979953025,0.9959428763544992,0.3378416675794599
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.1598449493429825,0.997034666081949,0.32923715058125574
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.17293491873294,0.9979561935799055,0.3208513707653895
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.1860248881228976,0.998706555161892,0.31267947947311736
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.199114857512855,0.9992864961489855,0.3047155156622575
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.2122048269028127,0.9996948589534163,0.296954498405466
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.22529479629277,0.9999326320878393,0.28939113302883074
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.2383847656827274,0.9999987979405752,0.28202033175952085
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.251474735072685,0.9998941683877568,0.27483741448444254
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.2645647044626425,0.9996180736396563,0.2678372097930118
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.2776546738526,0.9991710721099086,0.26101560384399963
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.2907446432425576,0.9985528673859383,0.25436736273958566
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.3038346126325147,0.9977637641575177,0.2478888939174346
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.316924582022472,0.9968038389586287,0.2415749440319143
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.3300145514124297,0.9956731431228883,0.23542232849882705
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.3431045208023873,0.9943721250252572,0.22942597824442396
